file,a,t1,t2,annotation,tier,tier_type,participant,annotator,ref,parent_tier,start,end,duration
file_001,a1090,ts6695,ts6698,GLOSS-0505,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,380405,380605,200
file_001,a1091,ts6701,ts6704,GLOSS-1657,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,380685,380725,40
file_001,a1092,ts6707,ts6710,GLOSS-1116,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,380805,381085,280
file_001,a1093,ts6713,ts6716,GLOSS-0506,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,381285,381525,240
file_001,a1094,ts6723,ts6726,GLOSS-1654,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,382845,383005,160
file_001,a1095,ts6729,ts6732,GLOSS-1250,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,383085,383245,160
file_001,a1096,ts6735,ts6738,GLOSS-0507,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,383285,383565,280
file_001,a1097,ts6741,ts6744,GLOSS-0508,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,383725,383925,200
file_001,a1098,ts6747,ts6750,GLOSS-1652,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,384005,384285,280
file_001,a1099,ts6753,ts6756,GLOSS-0947,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,384445,384605,160
file_001,a1100,ts6759,ts6762,GLOSS-0948,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,384725,384805,80
file_001,a1101,ts6765,ts6768,GLOSS-1495,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,385365,385925,560
file_001,a1102,ts6771,ts6774,GLOSS-1458,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,386045,386525,480
file_001,a1103,ts6777,ts6780,GLOSS-1496,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,386685,386885,200
file_001,a1104,ts6787,ts6790,GLOSS-0139,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,388325,388405,80
file_001,a1105,ts6793,ts6796,GLOSS-0509,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,388605,389085,480
file_001,a1106,ts6799,ts6802,GLOSS-1657,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,389285,389325,40
file_001,a1107,ts6805,ts6808,GLOSS-1340,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,389405,389485,80
file_001,a1108,ts6811,ts6814,GLOSS-0510,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,389645,390045,400
file_001,a1109,ts6817,ts6820,GLOSS-1657,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,390445,390485,40
file_001,a1110,ts6823,ts6826,GLOSS-1251,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,390605,390725,120
file_001,a1111,ts6829,ts6832,GLOSS-1459,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,390805,390885,80
file_001,a1112,ts6835,ts6838,GLOSS-0855,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,390965,391045,80
file_001,a1113,ts6841,ts6844,GLOSS-1537,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,391165,391325,160
file_001,a1114,ts6847,ts6850,GLOSS-1603,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,391405,391685,280
file_001,a1115,ts6853,ts6856,GLOSS-0140,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,391765,391805,40
file_001,a1116,ts6859,ts6862,GLOSS-1538,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,391885,392125,240
file_001,a1117,ts6865,ts6868,GLOSS-1420,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,392245,392685,440
file_001,a1118,ts6871,ts6874,GLOSS-0856,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,392845,393125,280
file_001,a1119,ts6877,ts6882,GLOSS-0141,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,393325,393685,360
file_001,a1120,ts6887,ts6890,GLOSS-1604,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,393805,393925,120
file_001,a1121,ts6893,ts6896,GLOSS-1654,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,394045,394125,80
file_001,a1122,ts6899,ts6902,GLOSS-1539,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,394205,394485,280
file_001,a1123,ts6905,ts6908,GLOSS-1341,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,394605,394725,120
file_001,a1124,ts6911,ts6914,GLOSS-0142,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,394885,395085,200
file_001,a1125,ts6917,ts6920,GLOSS-1497,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,395245,395365,120
file_001,a1126,ts6923,ts6926,GLOSS-1540,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,395445,395845,400
file_001,a1127,ts6929,ts6932,GLOSS-1301,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,396125,396925,800
file_001,a1128,ts6939,ts6942,GLOSS-1653,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,397165,397445,280
file_001,a1129,ts6945,ts6948,GLOSS-1117,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,397605,397965,360
file_001,a1130,ts6951,ts6954,GLOSS-1183,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,398245,398485,240
file_001,a1131,ts6957,ts6960,GLOSS-1653,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,398605,398725,120
file_001,a1132,ts6963,ts6966,GLOSS-1341,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,398885,398965,80
file_001,a1133,ts6969,ts6972,GLOSS-1405,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,399005,399165,160
file_001,a1134,ts6975,ts6978,GLOSS-1652,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,399285,399485,200
file_001,a1135,ts6981,ts6984,GLOSS-0716,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,399685,399845,160
file_001,a1136,ts6987,ts6990,GLOSS-1301,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,399965,400085,120
file_001,a1137,ts6993,ts6996,GLOSS-1604,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,400245,400325,80
file_001,a1138,ts6999,ts7002,GLOSS-1497,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,400445,400645,200
file_001,a1139,ts7005,ts7008,GLOSS-1420,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,400805,401325,520
file_001,a1140,ts7011,ts7014,GLOSS-0143,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,401565,401765,200
file_001,a1141,ts7017,ts7020,GLOSS-1652,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,401925,402405,480
file_001,a1142,ts7027,ts7030,GLOSS-1657,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,402565,402645,80
file_001,a1143,ts7033,ts7036,GLOSS-1342,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,402685,402845,160
file_001,a1144,ts7039,ts7042,GLOSS-0857,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,402885,403005,120
file_001,a1145,ts7045,ts7048,GLOSS-1044,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,403125,403365,240
file_001,a1146,ts7051,ts7054,GLOSS-0949,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,403685,403765,80
file_001,a1147,ts7057,ts7060,GLOSS-0511,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,403885,404005,120
file_001,a1148,ts7063,ts7066,GLOSS-1184,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,404165,404325,160
file_001,a1149,ts7069,ts7072,GLOSS-1118,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,404365,404645,280
file_001,a1150,ts7075,ts7078,GLOSS-1184,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,404725,404845,120
file_001,a1151,ts7081,ts7084,GLOSS-0717,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,404885,404925,40
file_001,a1152,ts7087,ts7090,GLOSS-1044,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,405085,405365,280
file_001,a1153,ts7093,ts7098,GLOSS-1652,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,405725,406365,640
file_001,a1154,ts7103,ts7106,GLOSS-1406,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,406565,406685,120
file_001,a1155,ts7109,ts7112,GLOSS-1251,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,406805,406925,120
file_001,a1156,ts7115,ts7118,GLOSS-1605,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,407085,407365,280
file_001,a1157,ts7121,ts7124,GLOSS-0144,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,407485,407805,320
file_001,a1158,ts7127,ts7130,GLOSS-0512,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,407925,408245,320
file_001,a1159,ts7133,ts7136,GLOSS-0145,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,408285,408365,80
file_001,a1160,ts7139,ts7142,GLOSS-1453,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,408445,408685,240
file_001,a1161,ts7145,ts7148,GLOSS-1301,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,408765,408805,40
file_001,a1162,ts7151,ts7154,GLOSS-0146,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,408925,409045,120
file_001,a1163,ts7157,ts7160,GLOSS-0513,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,409165,409405,240
file_001,a1164,ts7163,ts7166,GLOSS-1302,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,409565,409605,40
file_001,a1165,ts7169,ts7172,GLOSS-1654,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,409685,409765,80
file_001,a1166,ts7175,ts7178,GLOSS-1252,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,409885,410125,240
file_001,a1167,ts7181,ts7184,GLOSS-1541,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,410245,410325,80
file_001,a1168,ts7187,ts7190,GLOSS-1606,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,410405,410445,40
file_001,a1169,ts7193,ts7196,GLOSS-1252,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,410755,410875,120
file_001,a1170,ts7199,ts7202,GLOSS-0718,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,411035,411115,80
file_001,a1171,ts7205,ts7208,GLOSS-1607,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,411155,411195,40
file_001,a1172,ts7211,ts7214,GLOSS-1303,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,411275,411515,240
file_001,a1173,ts7217,ts7224,GLOSS-1656,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,411715,411915,200
file_001,a1174,ts7227,ts7230,GLOSS-0719,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,412955,413075,120
file_001,a1175,ts7233,ts7236,GLOSS-1654,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,413195,413235,40
file_001,a1176,ts7239,ts7242,GLOSS-1607,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,413315,413355,40
file_001,a1177,ts7245,ts7248,GLOSS-1652,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,413435,413875,440
file_001,a1178,ts7251,ts7254,GLOSS-1654,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,413955,413995,40
file_001,a1179,ts7257,ts7260,GLOSS-1542,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,414075,414235,160
file_001,a1180,ts7263,ts7266,GLOSS-0858,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,414315,414635,320
file_001,a1181,ts7269,ts7272,GLOSS-1185,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,414715,415235,520
file_001,a1182,ts7275,ts7278,GLOSS-1608,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,415475,415555,80
file_001,a1183,ts7281,ts7284,GLOSS-1453,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,415635,415835,200
file_001,a1184,ts7287,ts7290,GLOSS-1186,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,415915,416235,320
file_001,a1185,ts7293,ts7296,GLOSS-1656,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,416435,416515,80
file_001,a1186,ts7299,ts7302,GLOSS-1119,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,416715,417315,600
file_001,a1187,ts7309,ts7312,GLOSS-1608,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,417995,418155,160
file_001,a1188,ts7315,ts7318,GLOSS-0859,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,418395,418675,280
file_001,a1189,ts7321,ts7324,GLOSS-0147,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,418755,418915,160
file_001,a1190,ts7327,ts7330,GLOSS-1120,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,419075,419315,240
file_001,a1191,ts7333,ts7336,GLOSS-0720,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,419435,419635,200
file_001,a1192,ts7339,ts7342,GLOSS-0148,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,419955,420435,480
file_001,a1193,ts7345,ts7348,GLOSS-0149,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,420515,420835,320
file_001,a1194,ts7351,ts7354,GLOSS-0150,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,420995,421595,600
file_001,a1195,ts7357,ts7360,GLOSS-0151,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,421675,421755,80
file_001,a1196,ts7363,ts7366,GLOSS-1120,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,421895,422135,240
file_001,a1197,ts7369,ts7372,GLOSS-0860,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,422255,422375,120
file_001,a1198,ts7375,ts7378,GLOSS-1654,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,422455,422495,40
file_001,a1199,ts7381,ts7384,GLOSS-1252,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,422575,422895,320
file_001,a1200,ts7387,ts7390,GLOSS-1253,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,423055,423175,120
file_001,a1201,ts7393,ts7402,GLOSS-1045,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,423415,424175,760
file_001,a1202,ts7407,ts7410,GLOSS-1254,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,424375,424575,200
file_001,a1203,ts7413,ts7416,GLOSS-1654,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,424655,424735,80
file_001,a1204,ts7419,ts7422,GLOSS-1542,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,424815,424935,120
file_001,a1205,ts7425,ts7428,GLOSS-1186,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,425055,425175,120
file_001,a1206,ts7431,ts7434,GLOSS-1656,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,425455,425615,160
file_001,a1207,ts7437,ts7440,GLOSS-0152,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,426015,426255,240
file_001,a1208,ts7443,ts7446,GLOSS-0514,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,426415,426655,240
file_001,a1209,ts7449,ts7452,GLOSS-1121,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,426775,427175,400
file_001,a1210,ts7455,ts7458,GLOSS-1657,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,427415,427495,80
file_001,a1211,ts7461,ts7468,GLOSS-1656,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,427655,428055,400
file_001,a1212,ts7471,ts7474,GLOSS-0153,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,428215,428695,480
file_001,a1213,ts7477,ts7480,GLOSS-1657,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,428935,429055,120
file_001,a1214,ts7487,ts7490,GLOSS-0950,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,429302,429342,40
file_001,a1215,ts7493,ts7496,GLOSS-0154,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,429512,429672,160
file_001,a1216,ts7499,ts7502,GLOSS-1453,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,429912,430072,160
file_001,a1217,ts7505,ts7508,GLOSS-0155,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,430152,430472,320
file_001,a1218,ts7511,ts7514,GLOSS-1453,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,430632,430792,160
file_001,a1219,ts7517,ts7520,GLOSS-0156,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,430912,431512,600
file_001,a1220,ts7523,ts7526,GLOSS-1122,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,431592,431912,320
file_001,a1221,ts7529,ts7532,GLOSS-0157,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,432072,432672,600
file_001,a1222,ts7537,ts7542,GLOSS-0158,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,432761,432801,40
file_001,a1223,ts7545,ts7548,GLOSS-1657,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,432832,432912,80
file_001,a1224,ts7551,ts7554,GLOSS-1123,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,433032,433272,240
file_001,a1225,ts7557,ts7560,GLOSS-1187,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,433361,433441,80
file_001,a1226,ts7563,ts7566,GLOSS-1188,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,433561,433761,200
file_001,a1227,ts7569,ts7572,GLOSS-1654,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,433881,434041,160
file_001,a1228,ts7575,ts7578,GLOSS-0951,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,434321,434521,200
file_001,a1229,ts7581,ts7584,GLOSS-1609,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,434641,434681,40
file_001,a1230,ts7587,ts7590,GLOSS-1343,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,434761,434841,80
file_001,a1231,ts7593,ts7596,GLOSS-1124,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,434921,435201,280
file_001,a1232,ts7599,ts7602,GLOSS-0952,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,435281,435361,80
file_001,a1233,ts7605,ts7608,GLOSS-1654,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,435481,435601,120
file_001,a1234,ts7611,ts7614,GLOSS-1609,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,435801,436001,200
file_001,a1235,ts7617,ts7620,GLOSS-1255,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,436561,436641,80
file_001,a1236,ts7623,ts7626,GLOSS-0861,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,436801,437001,200
file_001,a1237,ts7638,ts7650,GLOSS-1655,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,438121,438441,320
file_001,a1238,ts7659,ts7665,GLOSS-0159,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,438721,438921,200
file_001,a1239,ts8125,ts8140,GLOSS-0160,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,465735,466175,440
file_001,a1240,ts8145,ts8150,GLOSS-0161,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,466295,466535,240
file_001,a1241,ts8153,ts8156,GLOSS-0721,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,466655,466735,80
file_001,a1242,ts8159,ts8166,GLOSS-0162,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,466855,467015,160
file_001,a1243,ts8306,ts8309,GLOSS-0163,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,475135,475295,160
file_001,a1244,ts8312,ts8315,GLOSS-1657,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,475455,475495,40
file_001,a1245,ts8321,ts8324,GLOSS-0722,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,475615,475655,40
file_001,a1246,ts8327,ts8330,GLOSS-0862,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,475775,475895,120
file_001,a1247,ts8333,ts8336,GLOSS-1657,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,475975,476015,40
file_001,a1248,ts8339,ts8342,GLOSS-0723,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,476095,476255,160
file_001,a1249,ts8347,ts8350,GLOSS-0515,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,476335,476495,160
file_001,a1250,ts8366,ts8368,GLOSS-1256,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,477375,477535,160
file_001,a1251,ts8371,ts8374,GLOSS-0516,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,477655,478215,560
file_001,a1252,ts8377,ts8380,GLOSS-1256,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,478375,478775,400
file_001,a1253,ts8387,ts8390,GLOSS-1304,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,478935,479055,120
file_001,a1254,ts8393,ts8396,GLOSS-1654,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,479175,479255,80
file_001,a1255,ts8399,ts8402,GLOSS-1125,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,479375,479775,400
file_001,a1256,ts8405,ts8408,GLOSS-1189,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,479895,480015,120
file_001,a1257,ts8411,ts8414,GLOSS-1610,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,480135,480255,120
file_001,a1258,ts8417,ts8420,GLOSS-0953,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,480495,480895,400
file_001,a1259,ts8423,ts8426,GLOSS-0724,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,482095,482495,400
file_001,a1260,ts8429,ts8434,GLOSS-1656,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,482735,482895,160
file_001,a1261,ts8443,ts8446,GLOSS-1655,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,483225,483385,160
file_001,a1262,ts8449,ts8452,GLOSS-0164,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,483585,484065,480
file_001,a1263,ts8455,ts8458,GLOSS-1256,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,484305,484385,80
file_001,a1264,ts8461,ts8467,GLOSS-0165,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,484505,484945,440
file_001,a1265,ts8473,ts8476,GLOSS-1256,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,485025,485345,320
file_001,a1266,ts8479,ts8482,GLOSS-1460,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,485585,485905,320
file_001,a1268,ts8491,ts8494,GLOSS-1460,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,486265,486505,240
file_001,a1269,ts8497,ts8500,GLOSS-1657,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,486625,486705,80
file_001,a1270,ts8503,ts8506,GLOSS-0863,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,486825,486865,40
file_001,a1271,ts8509,ts8512,GLOSS-1421,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,486985,487065,80
file_001,a1272,ts8515,ts8518,GLOSS-1460,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,487105,487185,80
file_001,a1273,ts8521,ts8524,GLOSS-1305,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,487305,487505,200
file_001,a1274,ts8527,ts8530,GLOSS-1657,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,487985,488105,120
file_001,a1275,ts8533,ts8537,GLOSS-0517,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,488585,488985,400
file_001,a1276,ts8541,ts8554,GLOSS-0166,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,489065,490305,1240
file_001,a1277,ts8562,ts8568,GLOSS-0167,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,490585,490865,280
file_001,a1278,ts8574,ts8577,GLOSS-1655,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,491025,491105,80
file_001,a1279,ts8586,ts8592,GLOSS-0168,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,491465,491545,80
file_001,a1280,ts8595,ts8599,GLOSS-0517,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,491705,491985,280
file_001,a1281,ts8605,ts8608,GLOSS-0954,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,492105,492265,160
file_001,a1282,ts8611,ts8614,GLOSS-1460,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,492385,492425,40
file_001,a1283,ts8617,ts8620,GLOSS-1305,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,492505,492605,100
file_001,a1284,ts8623,ts8626,GLOSS-1126,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,492685,492865,180
file_001,a1285,ts8633,ts8636,GLOSS-1190,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,493745,493865,120
file_001,a1286,ts8639,ts8642,GLOSS-0725,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,493985,494225,240
file_001,a1287,ts8645,ts8648,GLOSS-1497,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,494345,494465,120
file_001,a1288,ts8651,ts8654,GLOSS-1190,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,494505,494625,120
file_001,a1289,ts8657,ts8660,GLOSS-1460,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,494745,494825,80
file_001,a1290,ts8663,ts8666,GLOSS-0169,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,494945,495305,360
file_001,a1291,ts8669,ts8672,GLOSS-0170,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,495545,496025,480
file_001,a1292,ts8678,ts8681,GLOSS-0171,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,496265,496505,240
file_001,a1293,ts8697,ts8710,GLOSS-0518,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,496985,497985,1000
file_001,a1294,ts8713,ts8716,GLOSS-0172,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,498205,498325,120
file_001,a1295,ts8719,ts8722,GLOSS-0726,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,498525,498845,320
file_001,a1296,ts8725,ts8728,GLOSS-0726,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,499005,499405,400
file_001,a1297,ts8741,ts8744,GLOSS-0519,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,500045,500325,280
file_001,a1298,ts8747,ts8750,GLOSS-1406,gloss_RH_S2,gloss_RH,Signer_002,NA,NA,NA,500365,500405,40
