file,a,t1,t2,annotation,tier,tier_type,participant,annotator,ref,parent_tier,start,end,duration
file_001,a215,ts1742,ts1745,GLOSS-1094,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,98545,98905,360
file_001,a216,ts1754,ts1757,GLOSS-1522,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,99145,99345,200
file_001,a217,ts1760,ts1776,GLOSS-0661,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,99385,100425,1040
file_001,a218,ts1781,ts1784,GLOSS-1653,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,100545,100825,280
file_001,a219,ts1787,ts1790,GLOSS-0819,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,100985,101625,640
file_001,a220,ts1793,ts1796,GLOSS-1167,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,101745,101985,240
file_001,a221,ts1799,ts1802,GLOSS-0034,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,102145,102285,140
file_001,a222,ts1805,ts1808,GLOSS-1480,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,102325,102505,180
file_001,a224,ts1821,ts1824,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,103985,104025,40
file_001,a225,ts1827,ts1830,GLOSS-1167,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,104065,104225,160
file_001,a226,ts1833,ts1836,GLOSS-1654,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,104385,104465,80
file_001,a227,ts1839,ts1842,GLOSS-1577,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,104545,104625,80
file_001,a228,ts1845,ts1848,GLOSS-0662,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,104745,104985,240
file_001,a229,ts1851,ts1854,GLOSS-1167,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,105065,105345,280
file_001,a230,ts1857,ts1864,GLOSS-0820,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,105505,105745,240
file_001,a231,ts1867,ts1870,GLOSS-0428,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,105825,105985,160
file_001,a232,ts1873,ts1876,GLOSS-0663,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,106185,106465,280
file_001,a233,ts1879,ts1882,GLOSS-0663,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,106825,107065,240
file_001,a234,ts1885,ts1888,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,107425,107505,80
file_001,a235,ts1891,ts1894,GLOSS-0821,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,107665,107945,280
file_001,a236,ts1897,ts1900,GLOSS-0035,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,108145,108625,480
file_001,a237,ts1903,ts1906,GLOSS-0428,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,108785,108945,160
file_001,a238,ts1909,ts1912,GLOSS-0663,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,109185,109505,320
file_001,a239,ts1915,ts1918,GLOSS-0429,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,109585,110105,520
file_001,a240,ts1921,ts1924,GLOSS-1364,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,110145,110465,320
file_001,a241,ts1927,ts1930,GLOSS-0822,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,110585,110745,160
file_001,a243,ts1943,ts1946,GLOSS-1654,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,111385,111465,80
file_001,a244,ts1949,ts1952,GLOSS-1522,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,111665,111805,140
file_001,a245,ts1955,ts1958,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,111885,111945,60
file_001,a246,ts1961,ts1964,GLOSS-0823,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,112065,112385,320
file_001,a247,ts1967,ts1970,GLOSS-1653,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,112545,112625,80
file_001,a248,ts1973,ts1976,GLOSS-0664,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,112785,112945,160
file_001,a249,ts1979,ts1982,GLOSS-1653,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,113145,113305,160
file_001,a250,ts1985,ts1988,GLOSS-0823,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,113425,113545,120
file_001,a251,ts1991,ts1994,GLOSS-0036,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,113705,114025,320
file_001,a252,ts1997,ts2000,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,114305,114465,160
file_001,a254,ts2009,ts2012,GLOSS-1168,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,115265,115545,280
file_001,a255,ts2015,ts2018,GLOSS-0037,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,115665,115825,160
file_001,a256,ts2021,ts2024,GLOSS-1481,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,115985,116545,560
file_001,a257,ts2027,ts2030,GLOSS-1653,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,116745,116905,160
file_001,a258,ts2037,ts2040,GLOSS-1168,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,117105,117385,280
file_001,a259,ts2043,ts2046,GLOSS-0038,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,117585,117945,360
file_001,a260,ts2049,ts2052,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,118025,118065,40
file_001,a261,ts2055,ts2058,GLOSS-0430,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,118265,118985,720
file_001,a262,ts2061,ts2064,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,119231,119271,40
file_001,a263,ts2067,ts2070,GLOSS-0824,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,119471,119911,440
file_001,a265,ts2083,ts2086,GLOSS-1281,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,120351,120471,120
file_001,a266,ts2089,ts2092,GLOSS-1454,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,120511,120631,120
file_001,a267,ts2095,ts2098,GLOSS-0825,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,120711,121151,440
file_001,a268,ts2101,ts2104,GLOSS-0431,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,121271,121471,200
file_001,a269,ts2107,ts2110,GLOSS-0825,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,121551,121671,120
file_001,a270,ts2113,ts2116,GLOSS-0665,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,121791,122151,360
file_001,a271,ts2119,ts2122,GLOSS-0825,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,122311,122511,200
file_001,a272,ts2125,ts2128,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,122631,122711,80
file_001,a273,ts2131,ts2134,GLOSS-0039,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,122951,123151,200
file_001,a274,ts2137,ts2146,GLOSS-1095,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,123311,123951,640
file_001,a275,ts2149,ts2155,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,124031,124111,80
file_001,a276,ts2158,ts2167,GLOSS-0432,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,124191,124671,480
file_001,a277,ts2199,ts2204,GLOSS-1655,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,127151,127231,80
file_001,a278,ts2207,ts2210,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,127431,127511,80
file_001,a279,ts2216,ts2228,GLOSS-0433,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,127591,127951,360
file_001,a280,ts2234,ts2237,GLOSS-0926,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,128231,128311,80
file_001,a281,ts2240,ts2249,GLOSS-1169,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,128391,128711,320
file_001,a282,ts2255,ts2261,GLOSS-1578,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,128791,128911,120
file_001,a285,ts2305,ts2312,GLOSS-1579,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,131071,131471,400
file_001,a286,ts2315,ts2318,GLOSS-1026,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,131591,131911,320
file_001,a288,ts2331,ts2334,GLOSS-1654,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,132351,132431,80
file_001,a289,ts2337,ts2342,GLOSS-0826,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,132551,132951,400
file_001,a290,ts2345,ts2348,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,133031,133151,120
file_001,a291,ts2351,ts2354,GLOSS-0040,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,133191,133391,200
file_001,a292,ts2357,ts2360,GLOSS-1580,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,133511,133591,80
file_001,a293,ts2363,ts2366,GLOSS-0041,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,133711,133871,160
file_001,a294,ts2369,ts2372,GLOSS-1581,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,133991,134071,80
file_001,a295,ts2375,ts2378,GLOSS-1226,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,134151,134311,160
file_001,a296,ts2381,ts2384,GLOSS-0827,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,134431,134711,280
file_001,a297,ts2391,ts2394,GLOSS-1656,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,134871,134911,40
file_001,a298,ts2397,ts2402,GLOSS-0828,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,135071,135431,360
file_001,a299,ts2405,ts2408,GLOSS-0434,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,135551,135671,120
file_001,a300,ts2411,ts2414,GLOSS-0042,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,135791,136051,260
file_001,a301,ts2417,ts2420,GLOSS-1482,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,136111,136171,60
file_001,a302,ts2423,ts2426,GLOSS-1483,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,136311,136631,320
file_001,a303,ts2429,ts2434,GLOSS-0828,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,136711,136911,200
file_001,a304,ts2437,ts2440,GLOSS-0043,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,137031,137071,40
file_001,a305,ts2443,ts2446,GLOSS-1096,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,137111,137191,80
file_001,a306,ts2449,ts2452,GLOSS-0044,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,137391,137631,240
file_001,a307,ts2455,ts2458,GLOSS-0927,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,137831,138111,280
file_001,a308,ts2461,ts2464,GLOSS-1169,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,138271,138391,120
file_001,a309,ts2467,ts2470,GLOSS-0045,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,138591,138871,280
file_001,a310,ts2473,ts2476,GLOSS-1655,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,139031,139311,280
file_001,a311,ts2479,ts2482,GLOSS-1483,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,139551,139991,440
file_001,a312,ts2489,ts2492,GLOSS-0046,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,140151,140231,80
file_001,a313,ts2495,ts2498,GLOSS-0047,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,140311,140491,180
file_001,a8639,ts2501,ts2504,GLOSS-0435,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,140501,140711,210
file_001,a314,ts2507,ts2510,GLOSS-1655,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,140831,140951,120
file_001,a315,ts2517,ts2520,GLOSS-1656,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,141751,141831,80
file_001,a316,ts2523,ts2526,GLOSS-1282,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,142031,142191,160
file_001,a317,ts2529,ts2532,GLOSS-1169,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,142231,142431,200
file_001,a318,ts2535,ts2538,GLOSS-1656,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,142471,142511,40
file_001,a319,ts2541,ts2544,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,142711,142791,80
file_001,a320,ts2547,ts2550,GLOSS-1365,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,142951,143071,120
file_001,a323,ts2565,ts2568,GLOSS-1097,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,143951,144111,160
file_001,a324,ts2571,ts2574,GLOSS-1282,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,144311,144391,80
file_001,a325,ts2577,ts2580,GLOSS-0048,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,144551,144871,320
file_001,a326,ts2587,ts2590,GLOSS-0049,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,145030,145070,40
file_001,a327,ts2593,ts2596,GLOSS-0666,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,145150,145270,120
file_001,a328,ts2599,ts2602,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,145430,145510,80
file_001,a329,ts2605,ts2608,GLOSS-1365,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,145710,145870,160
file_001,a330,ts2611,ts2614,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,146030,146070,40
file_001,a331,ts2617,ts2620,GLOSS-0666,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,146190,147030,840
file_001,a332,ts2623,ts2626,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,147230,147270,40
file_001,a333,ts2629,ts2632,GLOSS-0050,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,147430,147550,120
file_001,a334,ts2635,ts2638,GLOSS-0436,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,147590,149030,1440
file_001,a335,ts2645,ts2648,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,149270,149350,80
file_001,a336,ts2651,ts2654,GLOSS-0667,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,149510,150070,560
file_001,a338,ts2663,ts2666,GLOSS-1653,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,150550,150670,120
file_001,a340,ts2675,ts2678,GLOSS-1653,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,151070,151190,120
file_001,a341,ts2681,ts2684,GLOSS-0051,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,151270,151390,120
file_001,a342,ts2691,ts2694,GLOSS-1656,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,151630,151670,40
file_001,a343,ts2699,ts2702,GLOSS-0437,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,151790,151910,120
file_001,a344,ts2705,ts2708,GLOSS-0668,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,152030,152210,180
file_001,a345,ts2711,ts2714,GLOSS-0438,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,152250,152390,140
file_001,a346,ts2717,ts2722,GLOSS-0438,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,152630,152870,240
file_001,a347,ts2727,ts2730,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,153030,153150,120
file_001,a348,ts2733,ts2736,GLOSS-0052,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,153350,154590,1240
file_001,a349,ts2739,ts2742,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,154670,154750,80
file_001,a350,ts2745,ts2750,GLOSS-0829,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,154950,155270,320
file_001,a351,ts2756,ts2762,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,155430,155510,80
file_001,a352,ts2768,ts2785,GLOSS-0829,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,155670,156230,560
file_001,a353,ts2788,ts2793,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,156430,156550,120
file_001,a354,ts2803,ts2808,GLOSS-0829,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,156830,157190,360
file_001,a355,ts2811,ts2814,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,157390,157470,80
file_001,a356,ts2817,ts2820,GLOSS-1414,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,157550,157630,80
file_001,a357,ts2823,ts2826,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,157710,157790,80
file_001,a358,ts2829,ts2832,GLOSS-1655,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,157830,157910,80
file_001,a359,ts2835,ts2838,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,157990,158070,80
file_001,a360,ts2841,ts2844,GLOSS-1655,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,158110,158150,40
file_001,a361,ts2847,ts2850,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,158190,158270,80
file_001,a362,ts2853,ts2856,GLOSS-0439,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,158310,158430,120
file_001,a363,ts2859,ts2862,GLOSS-0053,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,158550,158950,400
file_001,a364,ts2865,ts2872,GLOSS-1653,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,159190,159350,160
file_001,a365,ts2875,ts2878,GLOSS-1656,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,159470,159550,80
file_001,a366,ts2881,ts2884,GLOSS-0054,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,159710,160390,680
file_001,a367,ts2887,ts2890,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,160550,160630,80
file_001,a368,ts2893,ts2896,GLOSS-1655,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,160670,160870,200
file_001,a369,ts2899,ts2902,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,161230,161310,80
file_001,a370,ts2905,ts2908,GLOSS-1328,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,161390,161550,160
file_001,a371,ts2915,ts2918,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,161670,161750,80
file_001,a372,ts2921,ts2924,GLOSS-1582,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,161870,161990,120
file_001,a373,ts2930,ts2933,GLOSS-1283,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,162190,162390,200
file_001,a374,ts2939,ts2945,GLOSS-1583,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,162510,162590,80
file_001,a375,ts2954,ts2960,GLOSS-1284,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,162830,163590,760
file_001,a376,ts2963,ts2966,GLOSS-1226,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,163750,164070,320
file_001,a377,ts2969,ts2972,GLOSS-1284,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,164230,164750,520
file_001,a378,ts2975,ts2982,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,164870,164990,120
file_001,a379,ts2985,ts2988,GLOSS-1655,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,165110,165350,240
file_001,a380,ts2991,ts2994,GLOSS-1583,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,165510,165590,80
file_001,a382,ts3003,ts3006,GLOSS-1227,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,165790,165910,120
file_001,a383,ts3009,ts3012,GLOSS-0928,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,166070,166430,360
file_001,a384,ts3015,ts3018,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,166550,166630,80
file_001,a385,ts3021,ts3024,GLOSS-0669,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,166670,166790,120
file_001,a386,ts3027,ts3030,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,166830,166870,40
file_001,a387,ts3033,ts3036,GLOSS-1284,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,166990,167150,160
file_001,a388,ts3039,ts3042,GLOSS-0928,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,167310,167390,80
file_001,a389,ts3045,ts3048,GLOSS-1655,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,167470,167590,120
file_001,a390,ts3051,ts3066,GLOSS-0055,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,167710,168310,600
file_001,a391,ts3078,ts3089,GLOSS-0669,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,168580,168860,280
file_001,a392,ts3092,ts3102,GLOSS-0440,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,168900,169540,640
file_001,a393,ts3109,ts3112,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,169575,169655,80
file_001,a394,ts3120,ts3128,GLOSS-0056,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,169775,170655,880
file_001,a395,ts3135,ts3138,GLOSS-0929,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,170855,170935,80
file_001,a396,ts3141,ts3144,GLOSS-1170,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,171015,171135,120
file_001,a397,ts3147,ts3150,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,171215,171295,80
file_001,a398,ts3153,ts3156,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,171415,171455,40
file_001,a399,ts3159,ts3162,GLOSS-0830,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,171615,171695,80
file_001,a400,ts3165,ts3172,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,171855,172055,200
file_001,a401,ts3181,ts3184,GLOSS-0057,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,172375,172495,120
file_001,a402,ts3187,ts3192,GLOSS-0058,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,172615,173095,480
file_001,a403,ts3197,ts3200,GLOSS-1098,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,173175,173255,80
file_001,a404,ts3203,ts3206,GLOSS-0930,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,173335,173535,200
file_001,a405,ts3209,ts3212,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,173695,173735,40
file_001,a406,ts3215,ts3218,GLOSS-0441,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,173855,173935,80
file_001,a407,ts3221,ts3224,GLOSS-0059,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,174175,174615,440
file_001,a408,ts3227,ts3230,GLOSS-0441,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,174815,174895,80
file_001,a411,ts3315,ts3320,GLOSS-1656,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,178215,178535,320
file_001,a412,ts3327,ts3330,GLOSS-1228,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,178935,179015,80
file_001,a413,ts3333,ts3336,GLOSS-1656,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,179095,179135,40
file_001,a414,ts3339,ts3342,GLOSS-1655,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,179335,179455,120
file_001,a415,ts3345,ts3348,GLOSS-1228,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,179575,179655,80
file_001,a416,ts3351,ts3358,GLOSS-1655,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,179815,180095,280
file_001,a417,ts3361,ts3364,GLOSS-1655,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,180335,181015,680
file_001,a418,ts3367,ts3370,GLOSS-1366,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,181215,181415,200
file_001,a419,ts3373,ts3382,GLOSS-0060,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,181575,181855,280
file_001,a420,ts3387,ts3390,GLOSS-1654,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,182095,182175,80
file_001,a421,ts3393,ts3396,GLOSS-1171,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,182295,182655,360
file_001,a422,ts3399,ts3402,GLOSS-1654,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,183055,183135,80
file_001,a423,ts3405,ts3408,GLOSS-0670,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,183295,183575,280
file_001,a424,ts3411,ts3414,GLOSS-1654,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,183775,183855,80
file_001,a425,ts3417,ts3420,GLOSS-0670,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,183935,184015,80
file_001,a426,ts3423,ts3426,GLOSS-0671,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,184135,184295,160
file_001,a427,ts3429,ts3432,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,184415,184495,80
file_001,a428,ts3435,ts3438,GLOSS-1329,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,184575,184695,120
file_001,a429,ts3441,ts3444,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,184815,184895,80
file_001,a430,ts3447,ts3450,GLOSS-0831,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,185015,185135,120
file_001,a431,ts3453,ts3456,GLOSS-0672,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,185295,185495,200
file_001,a432,ts3459,ts3462,GLOSS-0061,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,185695,186175,480
file_001,a433,ts3469,ts3472,GLOSS-1172,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,186415,186575,160
file_001,a434,ts3475,ts3478,GLOSS-1330,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,186735,187015,280
file_001,a435,ts3481,ts3484,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,187175,187215,40
file_001,a436,ts3487,ts3490,GLOSS-0442,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,187295,188055,760
file_001,a437,ts3493,ts3496,GLOSS-1330,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,188215,188335,120
file_001,a438,ts3499,ts3502,GLOSS-1657,gloss_RH_S1,gloss_RH,Signer_001,NA,NA,NA,188495,188575,80
